,Unnamed: 0,CM_candidates,L1,L2
728,728,ఇది external layerలో ఉంది నాకు.,ఇది బాహ్య పొరలో ఉంది నాకు.,It's on the outer layer for me.
729,729,so centinel pile లో ఆ లక్షణం కనపడుతుంది.,కాబట్టి సెంటినెల్ పైల్స్ లో ఆ లక్షణం కనపడుతుంది.,So that characteristic is seen in sentinel piles.
730,730,"water బాగా తీసుకో, fruits అలవాటు చేస్కో, నిద్ర correctగా ఉంచుకో, diet management చేస్కో పూర్తిగా తగ్గుతుంది.","నీళ్ళు బాగా తీసుకో, పండ్లు అలవాటు చేస్కో, నిద్ర సరిగా ఉంచుకో, ఆహార నిర్వహణ చేస్కో పూర్తిగా తగ్గుతుంది.","Drink water well, eat fruits, sleep properly and manage your diet to reduce it completely."
731,731,మరేమన్నా testలు చేయించారా sir?,మరేమన్నా పరీక్షలు చేయించారా సార్?,Have you done any other tests sir?
732,732,అసల్ neglect చేయొద్దు ఈ problem ని .,అసల్ నిర్లక్ష్యం చేయొద్దు ఈ సమస్య ని .,Do not ignore this problem.
733,733,ఇప్పటికి 4 times surgery అయింది అండి నాకు.,ఇప్పటికి 4 సార్లు సర్జరీ అయింది అండి నాకు.,I have had 4 surgeries so far.
734,734,ఇప్పుడు  మంచి hospitalలో surgery అయింది.,ఇప్పుడు మంచి ఆసుపత్రిలో శస్త్రచికిత్స అయింది.,Now the surgery was done in a good hospital.
735,735,దెగ్గరలో ఉన్న homeopathic branch ని consult అవ్వండి.,దెగ్గరలో ఉన్న హోమియోపతిక్ బ్రాంచ్ ని కన్సల్ట్ అవ్వండి.,Consult the nearest homeopathic branch.
736,736,మీరు మళ్ళ surgeryకి వెళ్ళకండీ.,మీరు మళ్ళ సర్జరీకి వెళ్ళకండి.,You don't go for surgery again.
737,737,ఊరికే surgery చేయడం వల్ల కూడా ఆ track open అయిపోతుంది.,ఊరికే సర్జరీ చేయడం వల్ల కూడా ఆ ట్రాక్ తెరుచుకుంది అయిపోతుంది.,"Just by doing the surgery, the track will be opened."
738,738,but at a time bleeding అవుతుంది.,కానీ ఒక సమయంలో రక్తస్రావం అవుతుంది.,But at some point it bleeds.
739,739,ఈ 3 లక్షణాలు gastric లక్షణాలలో ఉన్నాయి.,ఈ 3 లక్షణాలు గ్యాస్ట్రిక్ లక్షణాలలో ఉన్నాయి.,These 3 symptoms are among the gastric symptoms.
740,740,నేను gastric నుండి చాలా trouble చేస్తున్నాను అండి.,నేను గ్యాస్ట్రిక్ నుండి చాలా ఇబ్బంది పడుతున్నాను.,I am suffering a lot from gastric.
741,741,voice clearగా లేదు.,గొంతు స్పష్టంగా లేదు.,The voice is not clear.
742,742,ఇలాంటి problems ఉన్నాయండి.,ఇలాంటి సమస్యలు ఉన్నాయండీ.,There are similar problems.
743,743,ఉదయం పూట liver damage కావొద్దు అంటే నువ్వు కచ్చితంగా tiffin చేయాలి.,ఉదయం పూట కాలేయ నష్టం కావొద్దు అంటే నువ్వు కచ్చితంగా టిఫిన్ చేయాలి.,You should definitely have tiffin in the morning to avoid liver damage.
744,744,tiffin అంటే ఏదైనా సరే limited food కచ్చితంగా తీసుకోవాలి.,టిఫిన్ అంటే ఏదైనా సరే పరిమిత ఆహారం కచ్చితంగా తీసుకోవాలి.,Tiffin is a limited diet of anything.
745,745,లేచిన తర్వాత ఆ fasting ని break చేయడమే breakfast కబట్టి కచ్చితంగా ఉదయం పూట నువ్వు tiffin తీసుకోవాలి.,లేచిన తర్వాత ఆ ఉపవాసం బ్రేక్ చేయడమే బ్రేక్‌ఫాస్ట్ కబట్టి కచ్చితంగా ఉదయం పూట నువ్వు టిఫిన్ తీసుకోవాలి.,"Breakfast is to break the fast after waking up, so you should definitely take tiffin in the morning."
746,746,ఒక 1 year అయితుంది sir.,ఒక 1 సంవత్సరం అయితుంది సార్.,It's been 1 year sir.
747,747,right అమ్మా ఏమైనా endoscopy పరిక్ష చేయించావా?,అవును అమ్మ ఏమైనా ఎండోస్కోపీ పరీక్ష చేయించావా?,Yes mom did you have any endoscopy test?
748,748,అలా ఒక 1 hour దాక అనిపిస్తది అండి.,అలా ఒక 1 గంట దాక అనిపిస్తది అండి.,It seems like about 1 hour.
749,749,తరువాత stomach మొత్తం మంట ఆ typeలో వస్తుందండీ.,తరువాత కడుపు మొత్తం మంట ఆ రకంలో వస్తుందండీ.,Then the entire stomach is inflamed.
