L1,L2,CM_candidates,Rating-1,Rating-2
సినిమా చూసిన వాళ్లు ట్విట్టర్ ద్వారా తమ అభిప్రాయాలను వ్యక్తం చేస్తున్నారు .,Audience who watched the movie have their views on the film on Twitter .,సినిమా చూసిన అభిప్రాయాలను వ్యక్తం ట్విట్టర్ their views చేస్తున్నారు .,3,3
"ఈ సందర్భంగా ఆయనకు గవర్నర్‌ నరసింహన్‌ , ముఖ్యమంత్రి వైఎస్‌ జగన్‌మోహన్‌రెడ్డి అభినందనలు తెలిపారు .",He was welcomed by Chief Minister YS Jagan Mohan Reddy and Governor ESL Narasimhan .,He was welcomed by ముఖ్యమంత్రి YS Jagan జగన్‌మోహన్‌రెడ్డి and గవర్నర్‌ నరసింహన్‌,5,5
ఈ బాధలనుండి విముక్తిని పొందడానికి క్షవరం చేసిన తర్వాత అనేక ఔషధాలను ఉపయోగించవలసి వచ్చేది .,Many people would get a drowsy feeling when consuming this drug .,ఈ drowsy పొందడానికి drowsy చేసిన తర్వాత అనేక drug వచ్చేది .,1,2
పోలీసులు కూడా ఇష్టారాజ్యంగా వ్యవహారిస్తున్నారని ఆయన విమర్శించారు .,They also criticised the way the police functioned .,police కూడా ఇష్టారాజ్యంగా వ్యవహారిస్తున్నారని ఆయన విమర్శించారు .,5,4
అన్ని అసమానతలను అధిగమించింది బీహార్ ప్రభుత్వ అనుమతితో మాధేపురా ఫ్యాక్టరీలో కార్యకలాపాలను తిరిగి ప్రారంభించడానికి ప్రాజెక్టును తిరిగి నిర్వహించనుంది .,to resume operations at the Madhepura Factory putting the project back on track .,resume operations at అనుమతితో Madhepura Factory back ప్రారంభించడానికి ప్రాజెక్టును తిరిగి నిర్వహించనుంది .,2,4
"జాతీయ జట్టుని ముందుకు తీసుకెళ్లాలంటే మిగతా వారికి కూడా అవకాశం ఇవ్వాలి కదా"" అని అన్నాడు . ","Others too need to be given a chance to take the national team forward , "" Qadir said . ","the national ముందుకు తీసుకెళ్లాలంటే మిగతా Others అవకాశం ఇవ్వాలి too అని అన్నాడు . """,3,3
అన్ని తయారు కావడానికి అందరు ఉన్నారు .,Everyone is preparing for it .,preparing కావడానికి అందరు ఉన్నారు .,4,5
6 - 16 సంవత్సరాల వయస్సు మధ్య పిల్లలు నిర్బంధ సమగ్ర పాఠశాలకు హాజరు అవుతారు .,"Between the ages of 6 and 16 , children attend compulsory comprehensive school .","Between the ages of 6 and 16 , పిల్లలు",4,5
తెలుగు సామెతలు: సంకలనం - పి .,Telugu proverbs: Addition - P .,తెలుగు proverbs : - పి .,1,5
కేరళలోని 20 నియోజకవర్గాల్లో నేడు పోలింగ్‌ జరుగుతున్నది .,There are 20 Lok Sabha constituencies in Kerala .,There are 20 నియోజకవర్గాల్లో నేడు పోలింగ్‌ in Kerala .,3,5
ఈ తీర్పును పునఃసమీక్షించాలని రివ్యూ పిటిషన్లు దాఖలయ్యాయి .,Suggestions have been held out seeking a review of the judgment .,ఈ తీర్పును పునఃసమీక్షించాలని review దాఖలయ్యాయి .,2,4
భారత మాజీ ప్రధాని అటల్‌ బిహారీ వాజ్‌పేయీ మృతి పట్ల అమెరికా బారత దేశానికి సంతాపం తెలియజేసింది .,The United States grieves with India on the loss of former Prime Minister Atal Behari Vajpayee .,The United States grieves with India on the మాజీ Prime Minister అటల్‌ Behari Vajpayee .,2,4
జమ్ముకశ్మీర్‌లోని యురి సైనిక స్థావరంపై ఉగ్రవాదులు జరిపిన దాడుల్లో 19 మంది భారత సైనికులు ప్రాణాలు కోల్పోయారు .,The terror attack on the military base in Jammu and Kashmir's Uri had killed 19 soldiers .,The terror attack on the సైనిక base in Jammu and Kashmir 's Uri had,1,3
